接口标识,接口名称,接口地址,接口请求方式,接口参数
indexUsingGET,index,https://service.bccastle.com/is/index,get,[]
logoutUsingPOST,logout,https://service.bccastle.com/is/logout,post,[]
uploadUserDateUsingPOST,uploadUserDate,https://service.bccastle.com/is/uploadUserDate,post,['companyId']
statusAppsFalseUsingPOST,不同意申请,https://service.bccastle.com/is/updateTypeFalse,post,"['userApps', 'commentContent', 'loginName']"
getSysRoleUsingPOST,查看角色信息,https://service.bccastle.com/is/sysrole/role/queryRole,post,['roleid']
queryLoginNameUsingPOST,查看是登录名是否存在,https://service.bccastle.com/is/queryLoginName,post,"['mobile', 'mail', 'loginName']"
getSysPowerUsingPOST,查看资源权限信息,https://service.bccastle.com/is/syspower/power/queryPower,post,['powerid']
findClassificationUsingGET,查询所有应用类型,https://service.bccastle.com/is/classification/findClassificationList,get,[]
userMessageUsingPOST,查询用户,https://service.bccastle.com/is/userMessage,post,['uid']
queryRoleUsingPOST,查找角色名是否存在,https://service.bccastle.com/is/sysrole/role/queryRoleName,post,"['roleName', 'uid']"
queryPowerUsingGET,查找用户已有的菜单权限,https://service.bccastle.com/is/queryPowerList,get,['uid']
selectPowerUrlByUseridUsingGET,查找用户已有的菜单权限 的url列表,https://service.bccastle.com/is/selectPowerUrlByUserid,get,['uid']
querySameSubmitUsingPOST,查找重新实名认证时提交的是否和之前相同,https://service.bccastle.com/is/querySameSubmit,post,"['name', 'certificateNo', 'certificatePic']"
getOrderListUsingPOST,订单查询及列表展示接口,https://service.bccastle.com/is/getOrderList,post,"['accountNumber', 'appId', 'appNumber', 'appSalesModel', 'consumeCompanyId', 'consumeUserId', 'createTime', 'function', 'gtTime', 'id', 'lsTime', 'name', 'openDate', 'openStatus', 'orderNum', 'originPrice', 'payNumber', 'payTime', 'payments', 'periodNumber', 'periodType', 'price', 'priceId', 'serviceCompanyId', 'serviceCompanyName', 'settlement', 'status', 'sum', 'type', 'typeName', 'time', 'creatTime', 'page']"
updateOrderByOpenUsingPOST,订单开通权限,https://service.bccastle.com/is/updateOrderStatus,post,"['orderId', 'uid']"
uploadSorgDateUsingPOST,返回机构下载的路径地址,https://service.bccastle.com/is/uploadSorgDate,post,['companyId']
empowerAppUsingPOST,分配应用,https://service.bccastle.com/is/empowerApp,post,"['uid', 'entityIds']"
userListUsingGET,分配用户,https://service.bccastle.com/is/userList,get,"['p', 'companyid', 'entityid', 'employeeNumber', 'displayName', 'mail', 'spOrgNamePath']"
listUsingGET,分页列表,https://service.bccastle.com/is/list,get,"['p', 'companyid', 'employeeNumber', 'displayName', 'mail', 'mobile', 'spOrgNamePath']"
findOrderByIdUsingPOST,根据id查询订单,https://service.bccastle.com/is/findOrderById,post,['orderId']
cancellationOfOrderUsingPOST,根据id取消订单,https://service.bccastle.com/is/cancellationOfOrder,post,['orderId']
getLoginUserUsingPOST,根据token得到登录用户信息,https://service.bccastle.com/is/userInfo,post,['token']
updateOrderCompanyIdUsingPOST,更改订单中企业公司id,https://service.bccastle.com/is/updateOrderCompanyId,post,"['consumeCompanyId', 'consumeUserId']"
updatePowerUsingPOST,更新菜单权限,https://service.bccastle.com/is/syspower/power/updatePower,post,"['list', 'powerDesc', 'powerId', 'powerLevel', 'powerLogo', 'powerName', 'powerShoworder', 'powerUrl']"
updateRoleUsingPOST,更新角色,https://service.bccastle.com/is/sysrole/role/updateRole,post,"['companyId', 'roleCreatetime', 'roleDesc', 'roleId', 'roleName', 'roleType']"
companyInfoUsingGET,获取本公司的公司信息,https://service.bccastle.com/is/companyInfo,get,['uid']
findListByPowerUsingGET,获取菜单资源分页信息,https://service.bccastle.com/is/syspower/power/getPowerList,get,"['list', 'powerDesc', 'powerId', 'powerLevel', 'powerLogo', 'powerName', 'powerShoworder', 'powerUrl', 'page']"
findListByRoleUsingGET,获取角色分页信息,https://service.bccastle.com/is/sysrole/role/getRoleList,get,"['companyId', 'roleCreatetime', 'roleDesc', 'roleId', 'roleName', 'roleType', 'page', 'uid']"
userroleListUsingGET,获取未授权的角色分页信息,https://service.bccastle.com/is/sysrole/role/getuserroleList,get,['uid']
rolepowerListUsingGET,获取未授权的资源菜单分页信息,https://service.bccastle.com/is/syspower/power/getrolepowerList,get,['roleid']
alreadyuserroleListUsingGET,获取已授权的角色分页信息,https://service.bccastle.com/is/sysrole/role/getalreadyrolepowerList,get,['uid']
alreadyrolepowerListUsingGET,获取已授权的资源菜单分页信息,https://service.bccastle.com/is/syspower/power/getalreadyrolepowerList,get,['roleid']
echoSorgUsingGET,机构回显,https://service.bccastle.com/is/sorg/echoSorg,get,['id']
updataSorgUsingPOST,机构修改,https://service.bccastle.com/is/sorg/updataSorg,post,"['companyid', 'sorgCode', 'sorgId', 'sorgName', 'sorgParentId', 'sorgType']"
authorizationPowerUsingPOST,角色授权,https://service.bccastle.com/is/sysrole/role/authorizationPower,post,"['powerid', 'roleid']"
statusFalseUsingPOST,禁用,https://service.bccastle.com/is/statusFalse,post,['ids']
registcompanyUsingPOST,企业实名认证,https://service.bccastle.com/is/registcompany,post,"['address', 'certificateAuthority', 'certificateName', 'certificateNo', 'certificatePic', 'city', 'companyId', 'companyType', 'createUser', 'deleteTime', 'deleteUser', 'description', 'developerNum', 'eName', 'employeesNum', 'issuingAuthority', 'lastModify', 'legalPerson', 'limitePeriod', 'logo', 'name', 'province', 'pwdPolicyId', 'range', 'regAddress', 'registeredCode', 'registeredDate', 'registeredFunds', 'registeredType', 'status', 'updateTimeUser', 'validPeriod', 'website', 'uid']"
